solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_GUB_COVER;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
CPLEX;7Cap30.txt;600;43,1;0;34183,0;2041,0;2040,7963963;200;7133;14166;200;7133;14166;0,0;75738,0;0,0;1937,1117;2271,8;2,67;235;635;22;13;;83;;22;235;635;22;13;;;83;;22;235;635;22;13;;;;83;;22;235;635;22;13;;83;;22
GUROBI;7Cap30.txt;600;43,1;0;25420,0;2041,0;2041,0;200;7133;14166;200;7133;14166;1091,86667;5575,2;1091,86667;1893,2675;2434,1;0,0;212;521;26;28;;105;35;9;212;521;26;28;;;105;35;9;212;521;26;28;;;;105;35;9;212;521;26;28;;105;35;9
CBC;7Cap30.txt;600;599,78;1,3241089326749074;15844;2045,3;2018,218;200;7133;14166;200;7133;14166;1933,6152;6499,8;1933,6152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;7Cap40.txt;120;23,02;0;13023,0;1976,3;1976,1187491;200;7133;14166;200;6979;13858;0,0;96829,6;0,0;1849,8208;2150,5;3,65;293;593;19;18;;93;;18;293;593;19;18;;;93;;18;293;593;19;18;;;;93;;18;293;593;19;18;;93;;18
GUROBI;7Cap40.txt;120;40,64;0;24634,0;1976,3;1976,3;200;7133;14166;200;7133;14166;910,3;5729,7;910,3;1820,34824;2170,2;1,0;292;482;19;30;;111;45;2;292;482;19;30;;;111;45;2;292;482;19;30;;;;111;45;2;292;482;19;30;;111;45;2
CBC;7Cap40.txt;120;119,86;7,074961057233295;3215;1990,1;1849,3012;200;7133;14166;200;7133;14166;1849,3012;6347,4;1849,3012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;7Cap40.txt;300;23,16;0;13023,0;1976,3;1976,1187491;200;7133;14166;200;6979;13858;0,0;96829,6;0,0;1849,8208;2150,5;3,65;293;593;19;18;;93;;18;293;593;19;18;;;93;;18;293;593;19;18;;;;93;;18;293;593;19;18;;93;;18
GUROBI;7Cap40.txt;300;40,49;0;24634,0;1976,3;1976,3;200;7133;14166;200;7133;14166;910,3;5729,7;910,3;1820,34824;2170,2;1,0;292;482;19;30;;111;45;2;292;482;19;30;;;111;45;2;292;482;19;30;;;;111;45;2;292;482;19;30;;111;45;2
CBC;7Cap40.txt;300;299,88;7,074961057233295;9585;1990,1;1849,3012;200;7133;14166;200;7133;14166;1849,3012;6347,4;1849,3012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;7Cap40.txt;600;22,7;0;13023,0;1976,3;1976,1187491;200;7133;14166;200;6979;13858;0,0;96829,6;0,0;1849,8208;2150,5;3,65;293;593;19;18;;93;;18;293;593;19;18;;;93;;18;293;593;19;18;;;;93;;18;293;593;19;18;;93;;18
GUROBI;7Cap40.txt;600;40,19;0;24634,0;1976,3;1976,3;200;7133;14166;200;7133;14166;910,3;5729,7;910,3;1820,34824;2170,2;1,0;292;482;19;30;;111;45;2;292;482;19;30;;;111;45;2;292;482;19;30;;;;111;45;2;292;482;19;30;;111;45;2
CBC;7Cap40.txt;600;599,7;1,7567056931812466;15387;1990,1;1955,1398;200;7133;14166;200;7133;14166;1849,3012;6347,4;1849,3012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;7Cap50.txt;120;33,64;0;31977,0;1975,6;1975,4024704;200;7133;14166;200;7133;14166;0,0;117140,8;0,0;1833,2437;2151,3;3,85;342;598;9;8;;68;;21;342;598;9;8;;;68;;21;342;598;9;8;;;;68;;21;342;598;9;8;;68;;21
GUROBI;7Cap50.txt;120;44,95;0;24513,0;1975,6;1975,6;200;7133;14166;200;7133;14166;790,4;5663,8;790,4;1784,29303;2316,7;0,0;334;547;25;28;;122;61;5;334;547;25;28;;;122;61;5;334;547;25;28;;;;122;61;5;334;547;25;28;;122;61;5
CBC;7Cap50.txt;120;119,96;10,495529090199154;3408;2048,8;1833,7676;200;7133;14166;200;7133;14166;1833,7676;6299,4;1833,7676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;7Cap50.txt;300;33,97;0;31977,0;1975,6;1975,4024704;200;7133;14166;200;7133;14166;0,0;117140,8;0,0;1833,2437;2151,3;3,8;342;598;9;8;;68;;21;342;598;9;8;;;68;;21;342;598;9;8;;;;68;;21;342;598;9;8;;68;;21
GUROBI;7Cap50.txt;300;44,89;0;24513,0;1975,6;1975,6;200;7133;14166;200;7133;14166;790,4;5663,8;790,4;1784,29303;2316,7;0,0;334;547;25;28;;122;61;5;334;547;25;28;;;122;61;5;334;547;25;28;;;;122;61;5;334;547;25;28;;122;61;5
CBC;7Cap50.txt;300;299,88;10,495529090199154;9698;2048,8;1833,7676;200;7133;14166;200;7133;14166;1833,7676;6299,4;1833,7676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;7Cap50.txt;600;33,83;0;31977,0;1975,6;1975,4024704;200;7133;14166;200;7133;14166;0,0;117140,8;0,0;1833,2437;2151,3;3,85;342;598;9;8;;68;;21;342;598;9;8;;;68;;21;342;598;9;8;;;;68;;21;342;598;9;8;;68;;21
GUROBI;7Cap50.txt;600;44,87;0;24513,0;1975,6;1975,6;200;7133;14166;200;7133;14166;790,4;5663,8;790,4;1784,29303;2316,7;0,0;334;547;25;28;;122;61;5;334;547;25;28;;;122;61;5;334;547;25;28;;;;122;61;5;334;547;25;28;;122;61;5
CBC;7Cap50.txt;600;599,55;1,005684349058507;14806;1975,6;1955,7317;200;7133;14166;200;7133;14166;1833,7676;6299,4;1833,7676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;8Cap10.txt;120;9,65;0;6627,0;2891,4;2891,4;200;7119;14138;199;1991;3883;0,0;36534,3;0,0;2854,0412;2920,1;3,61;66;424;15;4;;72;;36;66;424;15;4;;;72;;36;66;424;15;4;;;;72;;36;66;424;15;4;;72;;36
GUROBI;8Cap10.txt;120;10,69;0;12774,0;2891,4;2891,4;200;7119;14138;200;7119;14138;2190,4;7329,0;2190,4;2836,72501;2988,3;0,0;50;150;90;13;;98;26;4;50;150;90;13;;;98;26;4;50;150;90;13;;;;98;26;4;50;150;90;13;;98;26;4
CBC;8Cap10.txt;120;85,66;0;4801;2891,4;2891,4;200;7119;14138;200;7119;14138;2849,6017;3410,8;2849,6017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;8Cap10.txt;300;9,57;0;6627,0;2891,4;2891,4;200;7119;14138;199;1991;3883;0,0;36534,3;0,0;2854,0412;2920,1;3,57;66;424;15;4;;72;;36;66;424;15;4;;;72;;36;66;424;15;4;;;;72;;36;66;424;15;4;;72;;36
GUROBI;8Cap10.txt;300;10,69;0;12774,0;2891,4;2891,4;200;7119;14138;200;7119;14138;2190,4;7329,0;2190,4;2836,72501;2988,3;0,0;50;150;90;13;;98;26;4;50;150;90;13;;;98;26;4;50;150;90;13;;;;98;26;4;50;150;90;13;;98;26;4
CBC;8Cap10.txt;300;85,64;0;4801;2891,4;2891,4;200;7119;14138;200;7119;14138;2849,6017;3410,8;2849,6017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;8Cap10.txt;600;9,68;0;6627,0;2891,4;2891,4;200;7119;14138;199;1991;3883;0,0;36534,3;0,0;2854,0412;2920,1;3,69;66;424;15;4;;72;;36;66;424;15;4;;;72;;36;66;424;15;4;;;;72;;36;66;424;15;4;;72;;36
GUROBI;8Cap10.txt;600;10,79;0;12774,0;2891,4;2891,4;200;7119;14138;200;7119;14138;2190,4;7329,0;2190,4;2836,72501;2988,3;0,0;50;150;90;13;;98;26;4;50;150;90;13;;;98;26;4;50;150;90;13;;;;98;26;4;50;150;90;13;;98;26;4
CBC;8Cap10.txt;600;85,89;0;4801;2891,4;2891,4;200;7119;14138;200;7119;14138;2849,6017;3410,8;2849,6017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;8Cap20.txt;120;11,26;0;5639,0;2156,4;2156,2416896;200;7119;14138;200;3670;7240;0,0;59011,0;0,0;2111,6062;2305,7;2,69;151;569;15;11;;67;;47;151;569;15;11;;;67;;47;151;569;15;11;;;;67;;47;151;569;15;11;;67;;47
GUROBI;8Cap20.txt;120;10,05;0;3847,0;2156,4;2156,4;200;7119;14138;200;7119;14138;1382,4;5977,4;1382,4;2092,97544;2409,7;0,0;107;269;123;13;;117;26;7;107;269;123;13;;;117;26;7;107;269;123;13;;;;117;26;7;107;269;123;13;;117;26;7
CBC;8Cap20.txt;120;47,89;0;1566;2156,4;2156,4;200;7119;14138;200;7119;14138;2104,4981;6757,2;2104,4981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;8Cap20.txt;300;11,39;0;5639,0;2156,4;2156,2416896;200;7119;14138;200;3670;7240;0,0;59011,0;0,0;2111,6062;2305,7;2,64;151;569;15;11;;67;;47;151;569;15;11;;;67;;47;151;569;15;11;;;;67;;47;151;569;15;11;;67;;47
GUROBI;8Cap20.txt;300;10,1;0;3847,0;2156,4;2156,4;200;7119;14138;200;7119;14138;1382,4;5977,4;1382,4;2092,97544;2409,7;0,0;107;269;123;13;;117;26;7;107;269;123;13;;;117;26;7;107;269;123;13;;;;117;26;7;107;269;123;13;;117;26;7
CBC;8Cap20.txt;300;47,82;0;1566;2156,4;2156,4;200;7119;14138;200;7119;14138;2104,4981;6757,2;2104,4981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;8Cap20.txt;600;11,34;0;5639,0;2156,4;2156,2416896;200;7119;14138;200;3670;7240;0,0;59011,0;0,0;2111,6062;2305,7;2,68;151;569;15;11;;67;;47;151;569;15;11;;;67;;47;151;569;15;11;;;;67;;47;151;569;15;11;;67;;47
GUROBI;8Cap20.txt;600;10,04;0;3847,0;2156,4;2156,4;200;7119;14138;200;7119;14138;1382,4;5977,4;1382,4;2092,97544;2409,7;0,0;107;269;123;13;;117;26;7;107;269;123;13;;;117;26;7;107;269;123;13;;;;117;26;7;107;269;123;13;;117;26;7
CBC;8Cap20.txt;600;47,94;0;1566;2156,4;2156,4;200;7119;14138;200;7119;14138;2104,4981;6757,2;2104,4981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;8Cap30.txt;120;22,13;0;12198,0;1978,4;1978,2271624;200;7119;14138;200;7119;14138;0,0;79909,2;0,0;1878,7752;2119,9;3,33;222;727;19;12;;70;;23;222;727;19;12;;;70;;23;222;727;19;12;;;;70;;23;222;727;19;12;;70;;23
GUROBI;8Cap30.txt;120;36,89;0;41349,0;1978,4;1978,4;200;7119;14138;200;7119;14138;1055,43333;6028,8;1055,43333;1850,18603;2304,3;0,0;211;410;16;20;;85;31;6;211;410;16;20;;;85;31;6;211;410;16;20;;;;85;31;6;211;410;16;20;;85;31;6
CBC;8Cap30.txt;120;119,92;5,241484738225185;4720;1978,8;1875,0815;200;7119;14138;200;7119;14138;1875,0815;6572,1;1875,0815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;8Cap30.txt;300;22,75;0;12198,0;1978,4;1978,2271624;200;7119;14138;200;7119;14138;0,0;79909,2;0,0;1878,7752;2119,9;3,38;222;727;19;12;;70;;23;222;727;19;12;;;70;;23;222;727;19;12;;;;70;;23;222;727;19;12;;70;;23
GUROBI;8Cap30.txt;300;37,41;0;41349,0;1978,4;1978,4;200;7119;14138;200;7119;14138;1055,43333;6028,8;1055,43333;1850,18603;2304,3;0,0;211;410;16;20;;85;31;6;211;410;16;20;;;85;31;6;211;410;16;20;;;;85;31;6;211;410;16;20;;85;31;6
CBC;8Cap30.txt;300;299,84;1,5540183987060348;11276;1978,4;1947,6553;200;7119;14138;200;7119;14138;1875,0815;6572,1;1875,0815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;8Cap30.txt;600;22,19;0;12198,0;1978,4;1978,2271624;200;7119;14138;200;7119;14138;0,0;79909,2;0,0;1878,7752;2119,9;3,43;222;727;19;12;;70;;23;222;727;19;12;;;70;;23;222;727;19;12;;;;70;;23;222;727;19;12;;70;;23
GUROBI;8Cap30.txt;600;36,96;0;41349,0;1978,4;1978,4;200;7119;14138;200;7119;14138;1055,43333;6028,8;1055,43333;1850,18603;2304,3;0,0;211;410;16;20;;85;31;6;211;410;16;20;;;85;31;6;211;410;16;20;;;;85;31;6;211;410;16;20;;85;31;6
CBC;8Cap30.txt;600;366,9;0;13937;1978,4;1978,4;200;7119;14138;200;7119;14138;1875,0815;6572,1;1875,0815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;8Cap40.txt;120;17,76;0;12183,0;1905,3;1905,1401625;200;7119;14138;200;7119;14138;0,0;100992,4;0,0;1797,8561;2029,7;3,66;258;661;11;13;;81;;10;258;661;11;13;;;81;;10;258;661;11;13;;;;81;;10;258;661;11;13;;81;;10
GUROBI;8Cap40.txt;120;26,18;0;20190,0;1905,3;1905,3;200;7119;14138;200;7119;14138;876,3;5975,3;876,3;1763,45352;2214,8;0,0;249;464;23;28;;113;38;7;249;464;23;28;;;113;38;7;249;464;23;28;;;;113;38;7;249;464;23;28;;113;38;7
CBC;8Cap40.txt;120;119,88;8,360527120717782;4257;1961,6;1797,5999;200;7119;14138;200;7119;14138;1797,5999;6412,5;1797,5999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;8Cap40.txt;300;17,81;0;12183,0;1905,3;1905,1401625;200;7119;14138;200;7119;14138;0,0;100992,4;0,0;1797,8561;2029,7;3,65;258;661;11;13;;81;;10;258;661;11;13;;;81;;10;258;661;11;13;;;;81;;10;258;661;11;13;;81;;10
GUROBI;8Cap40.txt;300;26,14;0;20190,0;1905,3;1905,3;200;7119;14138;200;7119;14138;876,3;5975,3;876,3;1763,45352;2214,8;0,0;249;464;23;28;;113;38;7;249;464;23;28;;;113;38;7;249;464;23;28;;;;113;38;7;249;464;23;28;;113;38;7
CBC;8Cap40.txt;300;299,84;5,750178425774875;11130;1961,6;1848,8045;200;7119;14138;200;7119;14138;1797,5999;6412,5;1797,5999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;8Cap40.txt;600;17,8;0;12183,0;1905,3;1905,1401625;200;7119;14138;200;7119;14138;0,0;100992,4;0,0;1797,8561;2029,7;3,66;258;661;11;13;;81;;10;258;661;11;13;;;81;;10;258;661;11;13;;;;81;;10;258;661;11;13;;81;;10
GUROBI;8Cap40.txt;600;26,15;0;20190,0;1905,3;1905,3;200;7119;14138;200;7119;14138;876,3;5975,3;876,3;1763,45352;2214,8;0,0;249;464;23;28;;113;38;7;249;464;23;28;;;113;38;7;249;464;23;28;;;;113;38;7;249;464;23;28;;113;38;7
CBC;8Cap40.txt;600;432,59;0;13259;1905,3;1905,3;200;7119;14138;200;7119;14138;1797,5999;6412,5;1797,5999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;8Cap50.txt;120;19,26;0;14345,0;1897,7;1897,517109;200;7119;14138;200;7119;14138;0,0;122903,0;0,0;1776,9332;2014,1;3,77;293;612;9;16;;88;;17;293;612;9;16;;;88;;17;293;612;9;16;;;;88;;17;293;612;9;16;;88;;17
GUROBI;8Cap50.txt;120;20,85;0;15749,0;1897,7;1897,7;200;7119;14138;200;7119;14138;763,2;6018,3;763,2;1744,19662;2266,5;0,0;286;473;14;30;;115;50;5;286;473;14;30;;;115;50;5;286;473;14;30;;;;115;50;5;286;473;14;30;;115;50;5
CBC;8Cap50.txt;120;119,9;7,345879837279658;4929;1917,4;1776,5501;200;7119;14138;200;7119;14138;1776,5501;6389,8;1776,5501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;8Cap50.txt;300;19,29;0;14345,0;1897,7;1897,517109;200;7119;14138;200;7119;14138;0,0;122903,0;0,0;1776,9332;2014,1;3,76;293;612;9;16;;88;;17;293;612;9;16;;;88;;17;293;612;9;16;;;;88;;17;293;612;9;16;;88;;17
GUROBI;8Cap50.txt;300;20,89;0;15749,0;1897,7;1897,7;200;7119;14138;200;7119;14138;763,2;6018,3;763,2;1744,19662;2266,5;0,0;286;473;14;30;;115;50;5;286;473;14;30;;;115;50;5;286;473;14;30;;;;115;50;5;286;473;14;30;;115;50;5
CBC;8Cap50.txt;300;253,14;0;8274;1897,7;1897,7;200;7119;14138;200;7119;14138;1776,5501;6389,8;1776,5501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;8Cap50.txt;600;19,57;0;14345,0;1897,7;1897,517109;200;7119;14138;200;7119;14138;0,0;122903,0;0,0;1776,9332;2014,1;3,77;293;612;9;16;;88;;17;293;612;9;16;;;88;;17;293;612;9;16;;;;88;;17;293;612;9;16;;88;;17
GUROBI;8Cap50.txt;600;21,45;0;15749,0;1897,7;1897,7;200;7119;14138;200;7119;14138;763,2;6018,3;763,2;1744,19662;2266,5;0,0;286;473;14;30;;115;50;5;286;473;14;30;;;115;50;5;286;473;14;30;;;;115;50;5;286;473;14;30;;115;50;5
CBC;8Cap50.txt;600;252,91;0;8274;1897,7;1897,7;200;7119;14138;200;7119;14138;1776,5501;6389,8;1776,5501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;9Cap10.txt;120;15,49;0;16133,0;2984,9;2984,6074464;200;7146;14192;200;5674;11248;0,0;35670,0;0,0;2939,1432;3092,2;1,62;121;544;12;9;;133;;35;121;544;12;9;;;133;;35;121;544;12;9;;;;133;;35;121;544;12;9;;133;;35
GUROBI;9Cap10.txt;120;34,88;0;28107,0;2984,9;2984,9;200;7146;14192;200;7146;14192;2051,2;6852,0;2051,2;2908,39957;3201,4;0,0;46;173;123;36;;141;25;19;46;173;123;36;;;141;25;19;46;173;123;36;;;;141;25;19;46;173;123;36;;141;25;19
CBC;9Cap10.txt;120;119,91;2,1959663640322935;5902;2984,9;2919,3526;200;7146;14192;200;7146;14192;2919,3526;6826,1;2919,3526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;9Cap10.txt;300;15,57;0;16133,0;2984,9;2984,6074464;200;7146;14192;200;5674;11248;0,0;35670,0;0,0;2939,1432;3092,2;1,66;121;544;12;9;;133;;35;121;544;12;9;;;133;;35;121;544;12;9;;;;133;;35;121;544;12;9;;133;;35
GUROBI;9Cap10.txt;300;34,83;0;28107,0;2984,9;2984,9;200;7146;14192;200;7146;14192;2051,2;6852,0;2051,2;2908,39957;3201,4;0,0;46;173;123;36;;141;25;19;46;173;123;36;;;141;25;19;46;173;123;36;;;;141;25;19;46;173;123;36;;141;25;19
CBC;9Cap10.txt;300;299,84;0,32730409728970095;12814;2984,9;2975,1303;200;7146;14192;200;7146;14192;2919,3526;6826,1;2919,3526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;9Cap10.txt;600;15,61;0;16133,0;2984,9;2984,6074464;200;7146;14192;200;5674;11248;0,0;35670,0;0,0;2939,1432;3092,2;1,64;121;544;12;9;;133;;35;121;544;12;9;;;133;;35;121;544;12;9;;;;133;;35;121;544;12;9;;133;;35
GUROBI;9Cap10.txt;600;34,81;0;28107,0;2984,9;2984,9;200;7146;14192;200;7146;14192;2051,2;6852,0;2051,2;2908,39957;3201,4;0,0;46;173;123;36;;141;25;19;46;173;123;36;;;141;25;19;46;173;123;36;;;;141;25;19;46;173;123;36;;141;25;19
CBC;9Cap10.txt;600;398,25;0;17687;2984,9;2984,9;200;7146;14192;200;7146;14192;2919,3526;6826,1;2919,3526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;9Cap20.txt;120;34,85;0;31668,0;2246,4;2246,1757563;200;7146;14192;200;6758;13416;0,0;56634,6;0,0;2172,7855;2372,1;2,83;183;715;13;11;;61;;36;183;715;13;11;;;61;;36;183;715;13;11;;;;61;;36;183;715;13;11;;61;;36
GUROBI;9Cap20.txt;120;79,09;0;65393,0;2246,4;2246,4;200;7146;14192;200;7146;14192;1313,9;5657,9;1313,9;2153,52893;2432,6;0,0;98;286;147;40;;173;47;7;98;286;147;40;;;173;47;7;98;286;147;40;;;;173;47;7;98;286;147;40;;173;47;7
CBC;9Cap20.txt;120;119,9;4,311744463072444;4358;2266,6;2168,87;200;7146;14192;200;7146;14192;2168,87;6997,7;2168,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;9Cap20.txt;300;34,81;0;31668,0;2246,4;2246,1757563;200;7146;14192;200;6758;13416;0,0;56634,6;0,0;2172,7855;2372,1;2,85;183;715;13;11;;61;;36;183;715;13;11;;;61;;36;183;715;13;11;;;;61;;36;183;715;13;11;;61;;36
GUROBI;9Cap20.txt;300;79,02;0;65393,0;2246,4;2246,4;200;7146;14192;200;7146;14192;1313,9;5657,9;1313,9;2153,52893;2432,6;0,0;98;286;147;40;;173;47;7;98;286;147;40;;;173;47;7;98;286;147;40;;;;173;47;7;98;286;147;40;;173;47;7
CBC;9Cap20.txt;300;299,77;2,6999999999999997;11258;2260,3;2199,2719;200;7146;14192;200;7146;14192;2168,87;6997,7;2168,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;9Cap20.txt;600;34,71;0;31668,0;2246,4;2246,1757563;200;7146;14192;200;6758;13416;0,0;56634,6;0,0;2172,7855;2372,1;2,87;183;715;13;11;;61;;36;183;715;13;11;;;61;;36;183;715;13;11;;;;61;;36;183;715;13;11;;61;;36
GUROBI;9Cap20.txt;600;79,26;0;65393,0;2246,4;2246,4;200;7146;14192;200;7146;14192;1313,9;5657,9;1313,9;2153,52893;2432,6;0,0;98;286;147;40;;173;47;7;98;286;147;40;;;173;47;7;98;286;147;40;;;;173;47;7;98;286;147;40;;173;47;7
CBC;9Cap20.txt;600;599,2;0,8245726495726534;18368;2246,4;2227,8768;200;7146;14192;200;7146;14192;2168,87;6997,7;2168,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;9Cap30.txt;120;16,24;0;9947,0;1992,5;1992,3027254;200;7146;14192;200;7094;14088;0,0;75845,0;0,0;1899,0786;2196,5;2,76;215;669;12;18;;78;;25;215;669;12;18;;;78;;25;215;669;12;18;;;;78;;25;215;669;12;18;;78;;25
GUROBI;9Cap30.txt;120;27,03;0;19407,0;1992,5;1992,5;200;7146;14192;200;7146;14192;1024,3;5830,7;1024,3;1864,57443;2389,3;0,0;189;444;20;32;;115;35;7;189;444;20;32;;;115;35;7;189;444;20;32;;;;115;35;7;189;444;20;32;;115;35;7
CBC;9Cap30.txt;120;119,84;5,685641765789084;3880;2009,3;1895,0584;200;7146;14192;200;7146;14192;1895,0584;7392,0;1895,0584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;9Cap30.txt;300;16,24;0;9947,0;1992,5;1992,3027254;200;7146;14192;200;7094;14088;0,0;75845,0;0,0;1899,0786;2196,5;2,75;215;669;12;18;;78;;25;215;669;12;18;;;78;;25;215;669;12;18;;;;78;;25;215;669;12;18;;78;;25
GUROBI;9Cap30.txt;300;27,24;0;19407,0;1992,5;1992,5;200;7146;14192;200;7146;14192;1024,3;5830,7;1024,3;1864,57443;2389,3;0,0;189;444;20;32;;115;35;7;189;444;20;32;;;115;35;7;189;444;20;32;;;;115;35;7;189;444;20;32;;115;35;7
CBC;9Cap30.txt;300;259,07;0;7860;1992,5;1992,5;200;7146;14192;200;7146;14192;1895,0584;7392,0;1895,0584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;9Cap30.txt;600;16,36;0;9947,0;1992,5;1992,3027254;200;7146;14192;200;7094;14088;0,0;75845,0;0,0;1899,0786;2196,5;2,77;215;669;12;18;;78;;25;215;669;12;18;;;78;;25;215;669;12;18;;;;78;;25;215;669;12;18;;78;;25
GUROBI;9Cap30.txt;600;27,33;0;19407,0;1992,5;1992,5;200;7146;14192;200;7146;14192;1024,3;5830,7;1024,3;1864,57443;2389,3;0,0;189;444;20;32;;115;35;7;189;444;20;32;;;115;35;7;189;444;20;32;;;;115;35;7;189;444;20;32;;115;35;7
CBC;9Cap30.txt;600;258,72;0;7860;1992,5;1992,5;200;7146;14192;200;7146;14192;1895,0584;7392,0;1895,0584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;9Cap40.txt;120;15,44;0;9944,0;1931,1;1930,93;200;7146;14192;200;7105;14110;0,0;97317,0;0,0;1814,6729;2057,1;2,7;278;612;24;17;;81;;13;278;612;24;17;;;81;;13;278;612;24;17;;;;81;;13;278;612;24;17;;81;;13
GUROBI;9Cap40.txt;120;18,42;0;7890,0;1931,1;1931,1;200;7146;14192;200;7146;14192;856,0;5514,1;856,0;1784,07043;2201,3;0,0;250;461;17;27;;106;39;2;250;461;17;27;;;106;39;2;250;461;17;27;;;;106;39;2;250;461;17;27;;106;39;2
CBC;9Cap40.txt;120;119,89;8,459933373712907;3780;1981,2;1813,5918;200;7146;14192;200;7146;14192;1813,5918;6734,3;1813,5918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;9Cap40.txt;300;15,41;0;9944,0;1931,1;1930,93;200;7146;14192;200;7105;14110;0,0;97317,0;0,0;1814,6729;2057,1;2,73;278;612;24;17;;81;;13;278;612;24;17;;;81;;13;278;612;24;17;;;;81;;13;278;612;24;17;;81;;13
GUROBI;9Cap40.txt;300;19,11;0;7890,0;1931,1;1931,1;200;7146;14192;200;7146;14192;856,0;5514,1;856,0;1784,07043;2201,3;0,0;250;461;17;27;;106;39;2;250;461;17;27;;;106;39;2;250;461;17;27;;;;106;39;2;250;461;17;27;;106;39;2
CBC;9Cap40.txt;300;299,68;8,459933373712907;11007;1981,2;1813,5918;200;7146;14192;200;7146;14192;1813,5918;6734,3;1813,5918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;9Cap40.txt;600;15,42;0;9944,0;1931,1;1930,93;200;7146;14192;200;7105;14110;0,0;97317,0;0,0;1814,6729;2057,1;2,72;278;612;24;17;;81;;13;278;612;24;17;;;81;;13;278;612;24;17;;;;81;;13;278;612;24;17;;81;;13
